anime_id,name,genre,rating
12753,phi brain: kami no puzzle - orpheus order-hen,"Action, Game, Mystery, Shounen",7.42
15651,phi brain: kami no puzzle - shukuteki! rätsel-hen,"Action, Game, Mystery, Shounen",7.42
1255,saint seiya: shinku no shounen densetsu,"Adventure, Fantasy, Sci-Fi, Shounen",7.42
1259,saint seiya: tenkai-hen josou - overture,"Adventure, Sci-Fi, Shounen",7.42
1381,seikai no monshou special,"Action, Military, Romance, Sci-Fi, Space",7.42
867,slayers gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",7.42
869,slayers return,"Adventure, Comedy, Fantasy, Magic, Shounen",7.42
2013,taiho shichau zo the movie,"Action, Comedy, Drama, Police, Shounen",7.42
5141,taishou yakyuu musume.,"Comedy, Historical, School, Seinen, Sports",7.42
2683,tokyo majin gakuen kenpucho: tou dai ni maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",7.42
3051,yes! precure 5 movie: kagami no kuni no miracle daibouken!,"Fantasy, Music, Romance, Shoujo",7.42
5764,zero no tsukaima: princesses no rondo - yuuwaku no sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",7.42
5525,07-ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",7.41
49,aa! megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",7.41
1292,afro samurai,"Action, Adventure, Samurai",7.41
3549,allison to lillia,"Action, Adventure, Shounen",7.41
5578,aoyama goushou tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",7.41
3203,chibi maruko-chan movie,"Comedy, School, Shoujo",7.41
10638,denpa onna to seishun otoko special,"Comedy, Sci-Fi, Seinen",7.41
2654,doraemon movie 22: nobita to tsubasa no yuusha-tachi,"Adventure, Fantasy, Kids, Shounen",7.41
2393,doraemon movie 24: nobita to fushigi kaze tsukai,"Adventure, Comedy, Fantasy, Kids",7.41
12875,ginga e kickoff!!,"Shounen, Sports",7.41
287,grappler baki (tv),"Shounen, Sports",7.41
20689,hamatora the animation,"Comedy, Mystery, Super Power",7.41
27829,heavy object,"Action, Mecha, Military, Sci-Fi",7.41
1410,igpx: immortal grand prix (2005) 2nd season,"Mecha, Sci-Fi, Shounen, Sports",7.41
953,jyu oh sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",7.41
10298,kaichou wa maid-sama!: goshujinsama to asonjao♥,"Comedy, School, Shoujo",7.41
147,kimi ga nozomu eien,"Drama, Romance, Slice of Life",7.41
16732,kiniro mosaic,"Comedy, School, Slice of Life",7.41
844,konjiki no gash bell!!: 101 banme no mamono,"Adventure, Shounen, Supernatural",7.41
6299,maria-sama ga miteru 4th specials,Comedy,7.41
7761,masuda kousuke gekijou gag manga biyori +,Comedy,7.41
3225,minami-ke okawari,"Comedy, School, Slice of Life",7.41
6288,mobile suit gundam 00 the movie: a wakening of the trailblazer,"Action, Mecha, Sci-Fi, Space",7.41
2926,myself; yourself,"Drama, Romance, School",7.41
272,noir,"Action, Drama, Mystery",7.41
28683,one piece: episode of alabasta - prologue,"Action, Adventure, Fantasy, Shounen",7.41
326,petshop of horrors,"Horror, Josei, Mystery, Supernatural",7.41
10711,plastic neesan,"Comedy, School",7.41
2744,potemayo,"Comedy, School, Seinen",7.41
5753,precure all stars movie dx: minna tomodachi☆kiseki no zenin daishuugou!,"Action, Fantasy, Magic, Shoujo",7.41
1329,rail of the star: a true story of children,"Drama, Historical",7.41
2193,saiunkoku monogatari soushuuhen,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",7.41
22273,selector infected wixoss,"Game, Psychological",7.41
868,slayers great,"Adventure, Comedy, Fantasy, Magic, Shounen",7.41
5226,souten kouro,"Action, Adventure, Historical",7.41
15077,tabisuru nuigurumi: traveling daru,"Kids, Slice of Life",7.41
541,tenchi muyou! ryououki 3rd season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",7.41
32174,"the idolm@ster cinderella girls: anytime, anywhere with cinderella.","Comedy, Drama, Music",7.41
10834,baka to test to shoukanjuu: spinout! sore ga bokura no nichijou,"Comedy, Romance, School, Super Power",7.4
5356,canaan,"Action, Seinen",7.4
15611,cardfight!! vanguard: link joker-hen,"Action, Adventure, Demons, Game, Shounen",7.4
20479,choujigen game neptune the animation ova,"Action, Comedy, Fantasy, Sci-Fi",7.4
21395,crayon shin-chan movie 22: gachinko! gyakushuu no robo to-chan,"Comedy, Kids, Shounen",7.4
2398,digimon adventure 02: diablomon no gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",7.4
32410,dimension w: w no tobira online,"Sci-Fi, Seinen",7.4
3727,doraemon movie 01: nobita no kyouryuu,"Adventure, Comedy",7.4
30694,dragon ball super,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",7.4
12231,dragon ball: episode of bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",7.4
1906,harukanaru toki no naka de: maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",7.4
1206,ihatov gensou: kenji no haru,"Drama, Historical, Slice of Life",7.4
940,inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",7.4
2808,irregular hunter x: the day of sigma,"Action, Mecha, Sci-Fi, Shounen",7.4
4483,mahoutsukai ni taisetsu na koto: natsu no sora,"Drama, Magic, Shounen, Slice of Life",7.4
99,mai-otome,"Comedy, Drama, Fantasy, Magic",7.4
1196,masuda kousuke gekijou gag manga biyori,"Comedy, Parody",7.4
16444,mondaiji-tachi ga isekai kara kuru sou desu yo?: onsen manyuuki,"Fantasy, Supernatural",7.4
4062,musashi no ken,"Shounen, Sports",7.4
5597,natsu no arashi!,"Comedy, Romance, Supernatural",7.4
12467,nazo no kanojo x,"Ecchi, Romance, School, Seinen",7.4
10928,nogizaka haruka no himitsu: finale,"Comedy, Romance",7.4
4114,onegai my melody: kuru kuru shuffle!,"Comedy, Fantasy, Magic",7.4
1526,pokemon advanced generation: mew to hadou no yuusha lucario,"Action, Adventure, Drama, Fantasy, Kids",7.4
4921,ramayana: the legend of prince rama,Adventure,7.4
2111,rockman.exe movie: hikari to yami no program,"Action, Adventure, Game, Kids",7.4
15963,seitokai no ichizon lv.2: watasu seitokai,"Comedy, Harem, Parody, School",7.4
4063,sekirei,"Action, Comedy, Ecchi, Harem, Super Power",7.4
9355,sekirei: pure engagement - kanwa ni dai,"Comedy, Ecchi, Harem",7.4
9793,senjou no valkyria 3: tagatame no juusou,"Action, Fantasy, Military",7.4
6380,tetsuwan birdy decode: the cipher,"Action, Comedy, Sci-Fi",7.4
3089,the sky crawlers,"Drama, Military",7.4
944,the third: aoi hitomi no shoujo,"Action, Adventure, Sci-Fi, Seinen",7.4
3457,vampire knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",7.4
935,witchblade,"Action, Sci-Fi, Super Power",7.4
14951,wonderful rush,Music,7.4
92,after war gundam x,"Adventure, Drama, Mecha, Sci-Fi, Space",7.39
713,air movie,"Drama, Romance, Supernatural",7.39
3006,atashinchi,"Comedy, Slice of Life",7.39
13931,bishoujo senshi sailor moon: sailor stars - hero club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",7.39
2675,doraemon movie 17: nobita to ginga express,Fantasy,7.39
2648,doraemon: 2112-nen doraemon tanjou,"Comedy, Fantasy, Kids",7.39
2634,doraemon: doraemon comes back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.39
4726,druaga no tou: the sword of uruk,"Adventure, Fantasy",7.39
27525,fate/kaleid liner prisma☆illya 2wei herz!,"Action, Comedy, Fantasy, Magic, Slice of Life",7.39
664,fullmetal alchemist: reflections,"Adventure, Comedy, Drama, Fantasy, Military, Shounen",7.39
3508,genius party,"Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",7.39
6795,genius party beyond,"Dementia, Fantasy, Music, Sci-Fi",7.39
4639,gosenzo-sama banbanzai!,"Comedy, Sci-Fi",7.39
386,h2,"Comedy, Romance, Shounen, Sports",7.39
1663,haha wo tazunete sanzenri,"Adventure, Drama, Historical, Slice of Life",7.39
3335,haikara-san ga tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",7.39
13271,hunter x hunter movie: phantom rouge,"Action, Adventure, Shounen, Super Power",7.39
6980,kaidan restaurant,"Horror, Kids, Mystery, Supernatural",7.39
28623,koutetsujou no kabaneri,"Action, Drama, Fantasy, Horror",7.39
8068,kuroshitsuji picture drama,"Demons, Supernatural",7.39
17247,machine-doll wa kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",7.39
30307,monster musume no iru nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",7.39
6512,nyan koi!,"Comedy, Harem, Romance",7.39
8423,ookiku furikabutte: natsu no scorebook,"Comedy, Sports",7.39
418,ranma ½: chuugoku nekonron daikessen! okite yaburi no gekitou-hen!!,"Adventure, Comedy, Shounen",7.39
6713,ranma ½: nettou uta gassen,"Comedy, Music",7.39
2486,rumiko takahashi anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",7.39
1231,saber marionette j to x,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",7.39
16694,sankarea: wagahai mo... zombie de aru...,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",7.39
3861,shaman king specials,"Action, Comedy, Shounen, Supernatural",7.39
536,slayers: the motion picture,"Adventure, Comedy, Fantasy, Magic, Shounen",7.39
1147,tenchi muyou! ryououki 3rd season: tenchi seirou naredo namitakashi?,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",7.39
7861,the rose and women of versailles,"Adventure, Comedy, Drama, Historical, Romance, Shoujo",7.39
807,tsubasa chronicle: tori kago no kuni no himegimi,"Action, Adventure, Drama, Fantasy, Shounen",7.39
306,abenobashi mahou☆shoutengai,"Comedy, Ecchi, Fantasy, Parody",7.38
32977,aggressive retsuko,"Comedy, Music",7.38
282,angel heart,"Action, Drama, Mystery, Romance, Seinen",7.38
11697,area no kishi,"Comedy, School, Shounen, Sports",7.38
104,ayashi no ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",7.38
24727,baka to test to shoukanjuu ni!: mahou hideyoshi hideyoshi,"Comedy, Magic",7.38
6948,bakemonogatari recap,"Mystery, Romance, Supernatural",7.38
5675,basquash!,"Ecchi, Mecha, Shounen, Sports",7.38
1521,black jack the movie,Drama,7.38
8369,crayon shin-chan movie 18: chou jikuu! arashi wo yobu ora no hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",7.38
2597,detective conan ova 07: a challenge from agasa! agasa vs. conan and the detective boys,"Adventure, Comedy, Mystery, Police, Shounen",7.38
2660,doraemon: nobitas the night before a wedding,Fantasy,7.38
1858,gakuen utopia manabi straight!,"Comedy, School, Slice of Life",7.38
411,gun x sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",7.38
14645,hiiro no kakera dai ni shou,"Fantasy, Romance, Shoujo, Supernatural",7.38
9013,kuruneko season 2,"Comedy, Slice of Life",7.38
1374,kyoushoku soukou guyver (2005),"Adventure, Sci-Fi, Shounen",7.38
1432,lupin iii: fuuma ichizoku no inbou,"Action, Adventure, Comedy, Shounen",7.38
3345,mikan enikki,"Comedy, Romance, Shoujo, Slice of Life",7.38
2152,oh! edo rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",7.38
7769,ookami-san to shichinin no nakama-tachi,"Comedy, Parody, Romance",7.38
33190,planetarian: hoshi no hito,Magic,7.38
10448,rain town,Drama,7.38
10825,ranma ½: battle ga ippai 29-nin no korinai yatsura,"Comedy, Martial Arts, Slice of Life",7.38
4618,rideback,"Action, Drama, Mecha, School, Sci-Fi",7.38
10884,saki achiga-hen: episode of side-a,"Game, School, Slice of Life",7.38
4015,school rumble san gakki,"Comedy, Romance, School, Shounen",7.38
4581,shikabane hime: aka,"Action, Horror, Martial Arts",7.38
152,solty rei,"Action, Sci-Fi, Super Power",7.38
75,soukyuu no fafner: dead aggressor,"Action, Drama, Mecha, Military, Sci-Fi",7.38
341,spiral: suiri no kizuna,"Drama, Mystery, Shounen",7.38
30344,the idolm@ster cinderella girls 2nd season,"Comedy, Drama, Music",7.38
3009,tiger mask,"Action, Drama, Shounen, Sports",7.38
3088,tokyo marble chocolate,"Romance, Slice of Life",7.38
712,zoids genesis,"Action, Adventure, Comedy, Mecha, Military",7.38
9117,amagami ss ova,"Romance, School",7.37
1278,bishoujo senshi sailor moon supers gaiden: ami-chan no hatsukoi,"Comedy, Magic, Romance, Shoujo",7.37
1674,captain tsubasa j,"Action, Shounen, Sports",7.37
6149,chibi maruko-chan (1995),"Comedy, Kids, School, Slice of Life",7.37
2813,chiisana ahiru no ooki na ai no monogatari: ahiru no kwak,"Adventure, Comedy, Drama, Fantasy, Kids",7.37
3627,d.c.ii s.s.: da capo ii second season,"Comedy, Drama, Fantasy, Harem, Romance",7.37
1369,detective conan ova 01: conan vs. kid vs. yaiba,"Adventure, Comedy, Mystery, Shounen",7.37
2515,detective conan ova 05: the target is kogoro! the detective boys secret investigation,"Adventure, Comedy, Mystery, Police, Shounen",7.37
1313,digimon adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",7.37
2670,doraemon movie 12: nobita no dorabian nights,"Adventure, Comedy, Fantasy, Kids, Shounen",7.37
381,fushigi yuugi ova 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",7.37
654,galaxy angel 3 specials,"Comedy, Sci-Fi",7.37
655,galaxy angel 4,"Comedy, Sci-Fi",7.37
22013,ghost in the shell: nyuumon arise,Comedy,7.37
3485,ghost in the shell: stand alone complex 2nd gig - tachikoma na hibi,"Comedy, Mecha, Sci-Fi",7.37
32740,girls und panzer der film: arisu war!,"Military, School",7.36
11077,hellsing: the dawn,"Action, Horror, Seinen, Supernatural, Vampire",7.37
31326,high school dxd born: ishibumi ichiei kanzen kanshuu! mousou bakuyou kaijo original video,"Comedy, Ecchi",7.37
13357,high school dxd specials,"Comedy, Demons, Ecchi, Harem, Romance, School",7.37
10189,hunter x hunter pilot,"Action, Adventure, Shounen, Super Power",7.37
19619,jewelpet twinkle☆: hohoemi no niji ni dokki☆doki!,"Fantasy, Magic, School, Shoujo",7.37
15735,jormungand: perfect order - first stage soushuuhen,"Action, Adventure, Seinen",7.37
8134,"keroro gunsou movie 5: tanjou! kyuukyoku keroro, kiseki no jikuu-jima, de arimasu!!",Comedy,7.37
21863,mangaka-san to assistant-san to the animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",7.37
24475,mangaka-san to assistant-san to the animation specials,"Comedy, Ecchi, Harem, Seinen, Slice of Life",7.37
2734,mazinkaiser: shitou! ankoku dai shogun,"Action, Mecha",7.37
1969,mobile suit zeta gundam: a new translation iii - love is the pulse of the stars,"Drama, Mecha, Military, Sci-Fi, Space",7.37
8857,nichijou: nichijou no 0-wa,"Comedy, School, Slice of Life",7.37
2020,one piece: nenmatsu tokubetsu kikaku! mugiwara no luffy oyabun torimonochou,"Adventure, Comedy, Fantasy, Shounen",7.37
9888,shinryaku! ika musume specials,Comedy,7.37
4028,slayers revolution,"Adventure, Comedy, Fantasy",7.37
1965,sola,"Drama, Romance, Slice of Life, Supernatural",7.37
8934,star driver: kagayaki no takuto,"Action, Mecha, Romance, Shounen",7.37
19021,takanashi rikka kai: chuunibyou demo koi ga shitai! movie,"Comedy, Drama, Romance, School, Slice of Life",7.37
10321,uta no☆prince-sama♪ maji love 1000%,"Comedy, Harem, Music, Romance, School, Shoujo",7.37
31178,uta no☆prince-sama♪ maji love legend star,"Comedy, Harem, Music, Romance, Shoujo",7.37
20359,yamada-kun to 7-nin no majo,"Comedy, School, Shounen, Supernatural",7.37
975,yokohama kaidashi kikou,"Sci-Fi, Seinen, Slice of Life",7.37
9332,quantum,"Action, Adventure, Fantasy, Game, Sci-Fi",7.36
1347,bubblegum crisis,"Adventure, Mecha, Sci-Fi, Shounen",7.36
12293,campione!: matsurowanu kamigami to kamigoroshi no maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",7.36
3087,cencoroll,"Action, Sci-Fi",7.36
2383,cybersix,"Action, Adventure, Romance, Sci-Fi",7.36
1678,cyborg 009: the cyborg soldier,"Action, Adventure, Mecha, Sci-Fi, Shounen",7.36
17917,danball senki wars,"Action, Kids, Mecha",7.36
902,dragon ball z movie 09: ginga girigiri!! bucchigiri no sugoi yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.36
23539,gudetama,"Comedy, Kids",7.36
16700,higurashi no naku koro ni kaku: outbreak,"Horror, Mystery, Psychological, Thriller",7.36
14765,ixion saga dt,"Action, Comedy, Fantasy",7.36
16035,karneval (tv),"Action, Fantasy, Mystery, Sci-Fi, Shoujo",7.36
31780,kimi no kokoro wa kagayaiteru kai?,Music,7.35
15379,kotoura-san,"Comedy, Drama, Romance, School",7.36
32871,kuroko no basket movie 3: winter cup soushuuhen - tobira no mukou,"Comedy, Shounen, Sports",7.38
3577,kyouran kazoku nikki,"Comedy, Sci-Fi",7.36
1013,le chevalier deon,"Historical, Magic, Mystery, Seinen, Supernatural",7.36
190,love hina again,"Comedy, Drama, Ecchi, Romance, Shounen",7.36
963,"love hina: motoko no sentaku, koi ka ken... naku na","Drama, Romance, Slice of Life",7.36
1609,mai-otome zwei,"Action, Magic",7.36
4056,masuda kousuke gekijou gag manga biyori 3,Comedy,7.36
8424,mm!,"Comedy, Ecchi, Harem, School",7.36
94,mobile suit gundam seed destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",7.36
13585,natsuyuki rendezvous,"Drama, Josei, Romance, Supernatural",7.36
16143,one piece: kinkyuu kikaku one piece kanzen kouryakuhou,"Adventure, Comedy, Fantasy, Shounen",7.36
31918,owari no seraph: nagoya kessen-hen - owaranai seraph - nagoya kessen-hen,"Comedy, Parody, Shounen",7.36
9893,suite precure♪,"Action, Fantasy, Magic, Shoujo",7.36
16868,sukitte ii na yo.: dareka ga,"Romance, School, Shoujo",7.36
6758,tatakau shisho: the book of bantorra,"Action, Fantasy, Seinen, Super Power",7.36
415,tonari no yamada-kun,"Comedy, Slice of Life",7.36
7,witch hunter robin,"Action, Drama, Magic, Mystery, Police, Supernatural",7.36
976,yokohama kaidashi kikou: quiet country cafe,"Sci-Fi, Seinen, Slice of Life",7.36
7745,zettai karen children ova: aitazousei! ubawareta mirai?,"Action, Comedy, Shounen, Supernatural",7.36
30870,ajin part 3: shougeki,"Action, Horror, Mystery, Seinen, Supernatural",7.36
17901,all alone with you,"Fantasy, Music",7.35
9925,amagami ss: tachibana miya-hen - imouto,School,7.35
30206,amagi brilliant park: nonbirishiteiru hima ga nai!,Comedy,7.35
2116,captain tsubasa,"Action, Shounen, Sports",7.35
1723,clannad movie,"Drama, Fantasy, Romance, School",7.35
61,d.n.angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",7.35
31163,dimension w,"Action, Sci-Fi, Seinen",7.36
3230,druaga no tou: the aegis of uruk,"Adventure, Comedy, Fantasy",7.35
2484,gear fighter dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",7.35
19951,hunter x hunter movie: the last mission,"Action, Adventure, Shounen, Super Power",7.35
3418,jungle no ouja taa-chan,"Action, Comedy, Parody",7.35
2544,kazoku robinson hyouryuuki: fushigi na shima no flone,"Adventure, Drama, Historical, Slice of Life",7.35
3229,kimi ga aruji de shitsuji ga ore de,"Comedy, Ecchi, Harem, Parody, Romance",7.35
3245,kindaichi shounen no jikenbo specials,"Mystery, Shounen",7.35
3272,kinnikuman,"Adventure, Comedy, Shounen, Sports",7.35
1516,kirarin☆revolution,"Comedy, Drama, Romance, Shoujo",7.35
32245,kuromukuro,"Action, Mecha, Sci-Fi",7.35
11777,lupin iii: chi no kokuin - eien no mermaid,"Action, Adventure, Comedy, Shounen",7.35
1967,mobile suit zeta gundam: a new translation - heir to the stars,"Drama, Mecha, Military, Sci-Fi, Space",7.35
3467,nogizaka haruka no himitsu,"Comedy, Romance",7.35
16468,one piece: glorious island,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.35
2385,one piece: jango no dance carnival,"Comedy, Fantasy, Shounen",7.35
195,onegai☆teacher,"Comedy, Drama, Romance, School, Sci-Fi",7.35
3887,ookiku furikabutte special,"Drama, Sports",7.35
30714,owari no seraph: owaranai seraph,"Comedy, Police, Shounen, Supernatural, Vampire",7.35
13073,prince of tennis: another story ii - ano toki no bokura ova bonus,"Shounen, Sports",7.35
21073,puchimas!!: petit petit idolm@ster,"Comedy, Slice of Life",7.35
25647,sabagebu! specials,"Action, Comedy, Military, Shoujo",7.35
13055,sankarea ova,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",7.35
24029,shijou saikyou no deshi kenichi specials,"Action, Comedy, Martial Arts, School, Shounen",7.35
28621,subete ga f ni naru: the perfect insider,"Mystery, Psychological, Sci-Fi",7.35
9241,super robot taisen og: the inspector,"Action, Mecha, Sci-Fi, Space",7.35
390,suzuka,"Drama, Romance, Sports",7.35
21881,sword art online ii,"Action, Adventure, Fantasy, Game, Romance",7.35
16417,tamako market,"Comedy, Slice of Life",7.35
2500,the cockpit,"Historical, Military",7.35
30901,utawarerumono: itsuwari no kamen,"Action, Drama, Fantasy",7.35
13677,ao no exorcist movie special,"Comedy, Parody",7.34
9120,beelzebub: hirotta akachan wa daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural",7.34
8915,dantalian no shoka,"Action, Historical, Mystery, Supernatural",7.34
2803,densetsu no yuusha da garn,"Mecha, Sci-Fi, Shounen",7.34
6988,doraemon movie 30: nobita no ningyo daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",7.34
11053,doraemon movie 32: nobita to kiseki no shima - animal adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",7.34
376,elfen lied special,"Drama, Ecchi, Horror, Psychological, Supernatural",7.34
1126,figure 17: tsubasa and hikaru,"Sci-Fi, Slice of Life",7.34
1524,fuujin monogatari,"Drama, Fantasy, School, Slice of Life, Supernatural",7.34
21635,gj-bu@,"Comedy, School, Slice of Life",7.34
5658,great mazinger,"Action, Mecha, Sci-Fi, Shounen",7.34
27945,gugure! kokkuri-san specials,"Comedy, Romance, Shounen, Supernatural",7.34
958,heatguy j,"Action, Adventure, Mecha, Police, Sci-Fi",7.34
4550,hyakko,"Comedy, School, Slice of Life",7.34
25159,inou-battle wa nichijou-kei no naka de,"Comedy, Romance, School, Slice of Life, Supernatural",7.34
3223,kiddy grade: truth dawn,"Action, Mecha, Sci-Fi, Super Power",7.34
634,koi kaze,"Drama, Psychological, Romance, Seinen",7.34
33074,lupin iii (2015) specials,"Action, Adventure, Comedy, Shounen",7.34
1437,lupin iii: honoo no kioku - tokyo crisis,"Action, Adventure, Comedy, Mystery, Shounen",7.34
28013,macross δ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",7.34
18391,mini van,"Comedy, Game, Parody, Slice of Life",7.34
2736,mojakou,"Comedy, Fantasy, Sci-Fi",7.34
11033,"natsu-iro egao de 1, 2, jump!",Music,7.34
19653,neppuu kairiku bushi road,"Action, Fantasy, Mecha, Sci-Fi",7.34
9999,one piece 3d: mugiwara chase,"Action, Adventure, Comedy, Fantasy, Shounen",7.34
8171,one piece recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.34
2386,one piece: yume no soccer ou!,"Comedy, Fantasy, Shounen, Sports",7.34
107,ou dorobou jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.34
2847,pokemon diamond and pearl: dialga vs. palkia vs. darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",7.34
2361,sei juushi bismarck,"Action, Mecha, Sci-Fi, Space",7.34
28495,sidonia no kishi movie,"Action, Mecha, Sci-Fi, Seinen, Space",7.34
173,tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",7.34
1303,the animatrix,"Action, Drama, Sci-Fi",7.34
3455,to love-ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",7.34
4896,umineko no naku koro ni,"Horror, Mystery, Psychological, Supernatural",7.34
883,yuu☆yuu☆hakusho: meikai shitou-hen - honoo no kizuna,"Action, Comedy",7.34
1901,11-nin iru!,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",7.33
32323,aishen qiaokeli-ing...,"Comedy, Harem, Romance, School",7.33
12669,amagami ss+ plus specials,Romance,7.33
31754,aoharu x kikanjuu: kemono-tachi no senjou da na!,"Action, Comedy, Shounen",7.33
1205,aru tabibito no nikki,"Adventure, Fantasy",7.33
10681,blood-c: the last dark,"Action, Horror, Supernatural, Vampire",7.33
24469,buddy complex: kanketsu-hen - ano sora ni kaeru mirai de,"Action, Mecha, Sci-Fi",7.33
24429,daze,Music,7.33
9379,denpa onna to seishun otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",7.33
2667,doraemon movie 04: nobita no kaitei kiganjou,Fantasy,7.33
2666,doraemon movie 10: nobita no nippon tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",7.33
2655,doraemon movie 23: nobita to robot kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen",7.33
893,dragon ball movie 4: saikyou e no michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",7.33
1299,flag,"Mecha, Military",7.33
29325,ghost in the shell: arise - alternative architecture,"Mecha, Police, Psychological, Sci-Fi",7.33
24231,hitsugi no chaika: avenging battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",7.33
15785,inazuma eleven go vs. danball senki w movie,"Action, Kids, Mecha, Sports",7.34
469,karin,"Comedy, Romance, School, Shounen, Vampire",7.33
3222,kiddy grade: maelstrom,"Action, Mecha, Sci-Fi, Super Power",7.33
11313,kimi no iru machi: tasogare kousaten,"Drama, Romance, School, Shounen",7.33
5042,kiss x sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",7.33
837,kyou no 5 no 2,"Comedy, Ecchi, School, Seinen",7.33
1422,lupin iii: $1 money wars,"Action, Adventure, Comedy, Shounen",7.33
5084,mai mai shinko to sennen no mahou,"Adventure, Drama",7.33
7261,mameshiba,Comedy,7.33
5351,mobile suit gundam 00: tenshitachi no kiseki,"Action, Mecha, Sci-Fi",7.33
2948,motto! ojamajo doremi: kaeru ishi no himitsu,"Kids, Magic, Shoujo",7.33
4879,mouryou no hako,"Mystery, Seinen, Supernatural, Thriller",7.33
1168,musekinin kanchou tylor ova,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",7.33
20877,music s.t.a.r.t!!,Music,7.33
460,one piece movie 2: nejimaki-jima no daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",7.33
11019,pokemon 3d adventure: mew wo sagase!,"Adventure, Comedy, Fantasy, Kids",7.33
1846,princess nine: kisaragi joshikou yakyuubu,"Drama, Romance, Sports",7.33
22865,rokujouma no shinryakusha!? (tv),"Comedy, Harem, Romance, School, Supernatural",7.33
21561,ryuugajou nanana no maizoukin (tv),"Comedy, Supernatural",7.33
5014,sango shou densetsu: aoi umi no elfie,"Adventure, Sci-Fi",7.33
3067,saraba uchuu senkan yamato: ai no senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",7.33
3956,shakugan no shana ii (second) specials,"Comedy, Parody",7.33
100,shin shirayuki-hime densetsu prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",7.33
5504,shinkyoku soukai polyphonica crimson s,"Drama, Fantasy, Music, Romance, School",7.33
12191,smile precure!,"Action, Fantasy, Magic, Shoujo",7.33
1652,uchuu senkan yamato iii,"Action, Adventure, Drama, Military, Sci-Fi, Space",7.33
180,vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",7.33
